catalog,series,nside,delta_disc_mas,cdf
ucac4,before,64,7.724,0.33289080144051764
ucac4,before,64,7.74,0.3335571425664815
ucac4,before,64,7.753999999999998,0.3342234836924454
ucac4,before,64,7.773,0.33488982481840934
ucac4,before,64,7.79,0.3355561659443732
ucac4,before,64,7.808999999999999,0.33622250707033713
ucac4,before,64,7.825000000000001,0.3368939347697817
ucac4,before,64,7.8420000000000005,0.3375602758957456
ucac4,before,64,7.86,0.3382266170217095
ucac4,before,64,7.879,0.3388929581476734
ucac4,before,64,7.895,0.3395592992736373
ucac4,before,64,7.913,0.34022564039960124
ucac4,before,64,7.928000000000001,0.34089706809904574
ucac4,before,64,7.944000000000001,0.34156340922500966
ucac4,before,64,7.963,0.3422297503509736
ucac4,before,64,7.981999999999999,0.3428960914769375
ucac4,before,64,8.0,0.34356243260290137
ucac4,before,64,8.018999999999998,0.3442287737288653
ucac4,before,64,8.033999999999999,0.3448951148548292
ucac4,before,64,8.052999999999997,0.3455665425542737
ucac4,before,64,8.07,0.34623288368023764
ucac4,before,64,8.086,0.34689922480620156
ucac4,before,64,8.104,0.3475655659321655
ucac4,before,64,8.123,0.34823190705812934
ucac4,before,64,8.139000000000001,0.34889824818409326
ucac4,before,64,8.155000000000001,0.3495696758835378
ucac4,before,64,8.172,0.35023601700950174
ucac4,before,64,8.190000000000001,0.3509023581354656
ucac4,before,64,8.205,0.35156869926142953
ucac4,before,64,8.220999999999998,0.35223504038739345
ucac4,before,64,8.236,0.3529013815133573
ucac4,before,64,8.251999999999999,0.35356772263932124
ucac4,before,64,8.268,0.3542391503387658
ucac4,before,64,8.286000000000001,0.3549054914647297
ucac4,before,64,8.302,0.3555718325906936
ucac4,before,64,8.319999999999999,0.3562381737166575
ucac4,before,64,8.336,0.3569045148426214
ucac4,before,64,8.350999999999996,0.35757085596858534
ucac4,before,64,8.365000000000002,0.3582371970945492
ucac4,before,64,8.384,0.35890862479399377
ucac4,before,64,8.4,0.3595749659199577
ucac4,before,64,8.417,0.3602413070459216
ucac4,before,64,8.433000000000003,0.3609076481718855
ucac4,before,64,8.449,0.3615739892978494
ucac4,before,64,8.467,0.3622403304238133
ucac4,before,64,8.485,0.3629117581232578
ucac4,before,64,8.501999999999999,0.36357809924922174
ucac4,before,64,8.517999999999999,0.36424444037518566
ucac4,before,64,8.533999999999999,0.3649107815011496
ucac4,before,64,8.549,0.36557712262711345
ucac4,before,64,8.566,0.36624346375307737
ucac4,before,64,8.584,0.3669098048790413
ucac4,before,64,8.599,0.36758123257848585
ucac4,before,64,8.617,0.3682475737044497
ucac4,before,64,8.637,0.36891391483041364
ucac4,before,64,8.654,0.36958025595637756
ucac4,before,64,8.674999999999997,0.3702465970823415
